date,transactions,oil-price,holiday-type
2015-02-03,80387,53.04,Normal
2015-02-04,80565,48.45,Normal
2015-02-05,78116,50.48,Normal
2015-02-06,79259,51.66,Normal
2015-02-07,94991,52.99,Normal
2015-02-08,88360,52.99,Normal
2015-02-09,79999,52.99,Normal
2015-02-10,76983,50.06,Normal
2015-02-11,78118,48.8,Normal
2015-02-12,78137,51.17,Normal
2015-02-13,95708,52.66,Normal
2015-02-14,105818,53.56,Normal
2015-02-15,77512,53.56,Normal
2015-02-16,75439,53.56,Holiday
2015-02-17,79643,53.56,Holiday
2015-02-18,85992,52.13,Normal
2015-02-19,78446,51.12,Normal
2015-02-20,84726,49.95,Normal
2015-02-21,92718,49.56,Normal
2015-02-22,95074,49.56,Normal
2015-02-23,76355,49.56,Normal
2015-02-24,76065,48.48,Normal
2015-02-25,75253,50.25,Normal
2015-02-26,71797,47.65,Normal
2015-02-27,80395,49.84,Normal
2015-02-28,97647,49.59,Normal
2015-03-01,100885,49.59,Normal
2015-03-02,84649,49.59,Holiday
2015-03-03,83100,50.43,Normal
2015-03-04,84199,51.53,Normal
2015-03-05,79040,50.76,Normal
2015-03-06,82542,49.61,Normal
2015-03-07,102516,49.95,Normal
2015-03-08,95738,49.95,Normal
2015-03-09,83173,49.95,Normal
2015-03-10,82922,48.42,Normal
2015-03-11,80024,48.06,Normal
2015-03-12,75430,47.12,Normal
2015-03-13,80200,44.88,Normal
2015-03-14,98468,43.93,Normal
2015-03-15,93123,43.93,Normal
2015-03-16,81430,43.93,Normal
2015-03-17,77689,43.39,Normal
2015-03-18,75660,44.63,Normal
2015-03-19,74414,44.02,Normal
2015-03-20,83777,46.0,Normal
2015-03-21,99233,47.4,Normal
2015-03-22,93794,47.4,Normal
2015-03-23,80606,47.4,Normal
2015-03-24,77293,47.03,Normal
2015-03-25,77842,48.75,Normal
2015-03-26,73600,51.41,Normal
2015-03-27,80951,48.83,Normal
2015-03-28,94064,48.66,Normal
2015-03-29,91104,48.66,Normal
2015-03-30,77318,48.66,Normal
2015-03-31,80716,47.72,Normal
2015-04-01,89824,50.12,Holiday
2015-04-02,90983,49.13,Normal
2015-04-03,85946,52.08,Holiday
2015-04-04,99813,52.08,Normal
2015-04-05,91181,52.08,Normal
2015-04-06,85469,52.08,Normal
2015-04-07,81779,53.95,Normal
2015-04-08,81262,50.44,Normal
2015-04-09,76461,50.79,Normal
2015-04-10,81510,51.63,Normal
2015-04-11,97337,51.95,Normal
2015-04-12,95678,51.95,Holiday
2015-04-13,82116,51.95,Normal
2015-04-14,75244,53.3,Holiday
2015-04-15,80265,56.25,Normal
2015-04-16,77637,56.69,Normal
2015-04-17,80726,55.71,Normal
2015-04-18,99304,56.37,Normal
2015-04-19,94790,56.37,Normal
2015-04-20,82615,56.37,Normal
2015-04-21,78187,55.58,Holiday
2015-04-22,78529,56.17,Normal
2015-04-23,75289,56.59,Normal
2015-04-24,79301,55.98,Normal
2015-04-25,95572,55.56,Normal
2015-04-26,90784,55.56,Normal
2015-04-27,77486,55.56,Normal
2015-04-28,73013,57.05,Normal
2015-04-29,75690,58.55,Normal
2015-04-30,79564,59.62,Normal
2015-05-01,94567,59.1,Holiday
2015-05-02,100716,58.92,Normal
2015-05-03,94618,58.92,Normal
2015-05-04,84198,58.92,Normal
2015-05-05,82729,60.38,Normal
2015-05-06,83390,60.93,Normal
2015-05-07,80437,58.99,Normal
2015-05-08,85892,59.41,Normal
2015-05-09,115616,59.23,Additional
2015-05-10,95869,59.23,Event
2015-05-11,81414,59.23,Normal
2015-05-12,77407,60.72,Holiday
2015-05-13,75555,60.5,Normal
2015-05-14,72043,59.89,Normal
2015-05-15,80107,59.73,Normal
2015-05-16,99115,59.44,Normal
2015-05-17,97521,59.44,Normal
2015-05-18,80398,59.44,Normal
2015-05-19,76783,57.3,Normal
2015-05-20,78779,58.96,Normal
2015-05-21,74029,60.18,Normal
2015-05-22,78307,58.88,Normal
2015-05-23,95351,57.29,Normal
2015-05-24,93816,57.29,Holiday
2015-05-25,77956,57.29,Normal
2015-05-26,74097,57.29,Normal
2015-05-27,76164,57.51,Normal
2015-05-28,73171,57.69,Normal
2015-05-29,83081,60.25,Normal
2015-05-30,102728,60.24,Normal
2015-05-31,108057,60.24,Normal
2015-06-01,91732,60.24,Normal
2015-06-02,84760,61.3,Normal
2015-06-03,82916,59.67,Normal
2015-06-04,79588,58.0,Normal
2015-06-05,83671,59.11,Normal
2015-06-06,99584,58.15,Normal
2015-06-07,98730,58.15,Normal
2015-06-08,81106,58.15,Normal
2015-06-09,78401,60.15,Normal
2015-06-10,77775,61.36,Normal
2015-06-11,73723,60.74,Normal
2015-06-12,79332,59.96,Normal
2015-06-13,95583,59.53,Normal
2015-06-14,93452,59.53,Normal
2015-06-15,79423,59.53,Normal
2015-06-16,80948,60.01,Normal
2015-06-17,80273,59.89,Normal
2015-06-18,76902,60.41,Normal
2015-06-19,83715,59.62,Normal
2015-06-20,108362,60.01,Normal
2015-06-21,92077,60.01,Normal
2015-06-22,81755,60.01,Normal
2015-06-23,78858,61.05,Holiday
2015-06-24,74979,60.01,Normal
2015-06-25,72661,59.59,Holiday
2015-06-25,72661,59.59,Holiday
2015-06-25,72661,59.59,Holiday
2015-06-26,78165,59.41,Normal
2015-06-27,92052,58.34,Normal
2015-06-28,93170,58.34,Normal
2015-06-29,76946,58.34,Normal
2015-06-30,80264,59.48,Normal
2015-07-01,89117,56.94,Normal
2015-07-02,83862,56.93,Normal
2015-07-03,88101,52.48,Holiday
2015-07-03,88101,52.48,Holiday
2015-07-04,102116,52.48,Normal
2015-07-05,94248,52.48,Normal
2015-07-06,86147,52.48,Normal
2015-07-07,76716,52.33,Normal
2015-07-08,84116,51.61,Normal
2015-07-09,79197,52.76,Normal
2015-07-10,81733,52.74,Normal
2015-07-11,91861,52.19,Normal
2015-07-12,90004,52.19,Normal
2015-07-13,80081,52.19,Normal
2015-07-14,76798,53.05,Normal
2015-07-15,80203,51.4,Normal
2015-07-16,77483,50.9,Normal
2015-07-17,82400,50.88,Normal
2015-07-18,93463,50.11,Normal
2015-07-19,89543,50.11,Normal
2015-07-20,82542,50.11,Normal
2015-07-21,78316,50.59,Normal
2015-07-22,77969,49.27,Normal
2015-07-23,74744,48.11,Holiday
2015-07-24,83784,47.98,Holiday
2015-07-25,92906,47.17,Holiday
2015-07-26,90148,47.17,Normal
2015-07-27,80240,47.17,Normal
2015-07-28,77193,47.97,Normal
2015-07-29,78724,48.77,Normal
2015-07-30,75122,48.53,Normal
2015-07-31,85907,47.11,Normal
2015-08-01,105307,45.25,Normal
2015-08-02,97134,45.25,Normal
2015-08-03,89639,45.25,Normal
2015-08-04,85613,45.75,Normal
2015-08-05,84912,45.13,Holiday
2015-08-06,80008,44.69,Normal
2015-08-07,85461,43.87,Normal
2015-08-08,93044,44.94,Normal
2015-08-09,79233,44.94,Normal
2015-08-10,87127,44.94,Holiday
2015-08-11,82118,43.11,Normal
2015-08-12,82224,43.22,Normal
2015-08-13,77320,42.27,Normal
2015-08-14,85068,42.45,Normal
2015-08-15,101204,41.93,Holiday
2015-08-16,91810,41.93,Normal
2015-08-17,84497,41.93,Normal
2015-08-18,81121,42.58,Normal
2015-08-19,81318,40.75,Normal
2015-08-20,78717,41.0,Normal
2015-08-21,85259,40.45,Normal
2015-08-22,94782,38.22,Normal
2015-08-23,89641,38.22,Normal
2015-08-24,82462,38.22,Holiday
2015-08-25,78984,39.15,Normal
2015-08-26,78623,38.5,Normal
2015-08-27,75910,42.47,Normal
2015-08-28,81668,45.29,Normal
2015-08-29,96050,49.2,Normal
2015-08-30,92502,49.2,Normal
2015-08-31,86301,49.2,Normal
2015-09-01,90485,45.38,Normal
2015-09-02,88953,46.3,Normal
2015-09-03,83192,46.75,Normal
2015-09-04,84429,46.02,Normal
2015-09-05,103308,45.92,Normal
2015-09-06,100483,45.92,Normal
2015-09-07,85728,45.92,Normal
2015-09-08,81290,45.92,Normal
2015-09-09,81083,44.13,Normal
2015-09-10,76378,45.85,Normal
2015-09-11,80722,44.75,Normal
2015-09-12,96719,44.07,Normal
2015-09-13,94872,44.07,Normal
2015-09-14,80058,44.07,Normal
2015-09-15,80367,44.58,Normal
2015-09-16,81886,47.12,Normal
2015-09-17,75483,46.93,Normal
2015-09-18,80610,44.71,Normal
2015-09-19,97499,46.67,Normal
2015-09-20,94345,46.67,Normal
2015-09-21,81429,46.67,Normal
2015-09-22,77608,46.17,Normal
2015-09-23,78775,44.53,Normal
2015-09-24,73545,44.94,Normal
2015-09-25,79507,45.55,Normal
2015-09-26,94388,44.4,Normal
2015-09-27,92915,44.4,Normal
2015-09-28,77182,44.4,Holiday
2015-09-29,74165,45.24,Normal
2015-09-30,77848,45.06,Normal
2015-10-01,83792,44.75,Normal
2015-10-02,87428,45.54,Normal
2015-10-03,105572,46.28,Normal
2015-10-04,100646,46.28,Normal
2015-10-05,86220,46.28,Normal
2015-10-06,80330,48.53,Normal
2015-10-07,81073,47.86,Holiday
2015-10-08,78172,49.46,Normal
2015-10-09,90250,49.67,Holiday
2015-10-10,94991,47.09,Normal
2015-10-11,90881,47.09,Normal
2015-10-12,80029,47.09,Normal
2015-10-13,72375,46.7,Normal
2015-10-14,76395,46.63,Normal
2015-10-15,75010,46.38,Normal
2015-10-16,83029,47.3,Normal
2015-10-17,98871,45.91,Normal
2015-10-18,96231,45.91,Normal
2015-10-19,79787,45.91,Normal
2015-10-20,78289,45.84,Normal
2015-10-21,78173,45.22,Normal
2015-10-22,73095,44.9,Normal
2015-10-23,78019,43.91,Normal
2015-10-24,93418,43.19,Normal
2015-10-25,93799,43.19,Normal
2015-10-26,76122,43.19,Normal
2015-10-27,73841,43.21,Normal
2015-10-28,74249,45.93,Normal
2015-10-29,70572,46.02,Normal
2015-10-30,81174,46.6,Normal
2015-10-31,98651,46.12,Normal
2015-11-01,83827,46.12,Normal
2015-11-02,80162,46.12,Holiday
2015-11-03,92896,47.88,Holiday
2015-11-04,85572,46.32,Normal
2015-11-05,78103,45.27,Normal
2015-11-06,79994,44.32,Holiday
2015-11-07,96498,43.87,Holiday
2015-11-08,96692,43.87,Normal
2015-11-09,78801,43.87,Normal
2015-11-10,77488,44.23,Holiday
2015-11-11,77427,42.95,Holiday
2015-11-12,72788,41.74,Holiday
2015-11-13,80292,40.69,Normal
2015-11-14,96119,41.68,Normal
2015-11-15,96807,41.68,Normal
2015-11-16,80136,41.68,Normal
2015-11-17,76290,40.73,Normal
2015-11-18,78369,40.75,Normal
2015-11-19,74410,40.55,Normal
2015-11-20,83456,39.39,Normal
2015-11-21,94660,39.27,Normal
2015-11-22,93697,39.27,Normal
2015-11-23,78586,39.27,Normal
2015-11-24,76930,40.89,Normal
2015-11-25,79328,41.22,Normal
2015-11-26,74586,40.57,Normal
2015-11-27,83890,40.57,Event
2015-11-28,95616,40.43,Normal
2015-11-29,99517,40.43,Normal
2015-11-30,85256,40.43,Event
2015-12-01,87991,40.58,Normal
2015-12-02,88508,39.93,Normal
2015-12-03,84532,41.08,Normal
2015-12-04,87033,40.0,Normal
2015-12-05,100637,37.64,Additional
2015-12-06,100258,37.64,Holiday
2015-12-07,88424,37.64,Normal
2015-12-08,83706,37.46,Holiday
2015-12-09,86615,37.16,Normal
2015-12-10,83880,36.76,Normal
2015-12-11,89351,35.65,Normal
2015-12-12,103409,36.31,Normal
2015-12-13,100875,36.31,Normal
2015-12-14,88540,36.31,Normal
2015-12-15,89726,37.32,Normal
2015-12-16,95973,35.55,Normal
2015-12-17,98732,34.98,Normal
2015-12-18,101639,34.72,Normal
2015-12-19,123810,34.55,Normal
2015-12-20,120843,34.55,Normal
2015-12-21,124711,34.55,Additional
2015-12-22,138921,36.12,Additional
2015-12-22,138921,36.12,Holiday
2015-12-23,153338,36.76,Additional
2015-12-24,171169,37.62,Additional
2015-12-26,113594,36.36,Additional
2015-12-27,93020,36.36,Normal
2015-12-28,95257,36.36,Normal
2015-12-29,104623,37.88,Normal
2015-12-30,118947,36.59,Normal
2015-12-31,131826,37.13,Additional
2016-01-02,69628,36.81,Normal
2016-01-04,17829,36.81,Normal
2016-01-05,89018,35.97,Normal
2016-01-06,88846,33.97,Normal
2016-01-07,80412,33.29,Normal
2016-01-08,83344,33.2,Normal
2016-01-09,100975,31.42,Normal
2016-01-10,97323,31.42,Normal
2016-01-11,80506,31.42,Normal
2016-01-12,77696,30.42,Normal
2016-01-13,76217,30.42,Normal
2016-01-14,74909,31.22,Normal
2016-01-15,83105,29.45,Normal
2016-01-16,99698,28.47,Normal
2016-01-17,95155,28.47,Normal
2016-01-18,81486,28.47,Normal
2016-01-19,76092,28.47,Normal
2016-01-20,82989,26.68,Normal
2016-01-21,74141,29.55,Normal
2016-01-22,79760,32.07,Normal
2016-01-23,95634,30.31,Normal
2016-01-24,89786,30.31,Normal
2016-01-25,76042,30.31,Normal
2016-01-26,75639,29.54,Normal
2016-01-27,76912,32.32,Normal
2016-01-28,73110,33.21,Normal
2016-01-29,81081,33.66,Normal
2016-01-30,98201,31.62,Normal
2016-01-31,95671,31.62,Normal
2016-02-01,87827,31.62,Normal
2016-02-02,84928,29.9,Normal
2016-02-03,84704,32.29,Normal
2016-02-04,82446,31.63,Normal
2016-02-05,89355,30.86,Normal
2016-02-06,100641,29.71,Normal
2016-02-07,78884,29.71,Normal
2016-02-08,75047,29.71,Holiday
2016-02-09,79222,27.96,Holiday
2016-02-10,86720,27.54,Normal
2016-02-11,81444,26.19,Normal
2016-02-12,87451,29.32,Normal
2016-02-13,101849,29.05,Normal
2016-02-14,99462,29.05,Normal
2016-02-15,83293,29.05,Normal
2016-02-16,81192,29.05,Normal
2016-02-17,80996,30.68,Normal
2016-02-18,74797,30.77,Normal
2016-02-19,82564,29.59,Normal
2016-02-20,95533,31.37,Normal
2016-02-21,91533,31.37,Normal
2016-02-22,79775,31.37,Normal
2016-02-23,77672,31.84,Normal
2016-02-24,78364,30.35,Normal
2016-02-25,74029,31.4,Normal
2016-02-26,80200,31.65,Normal
2016-02-27,95659,32.74,Normal
2016-02-28,90059,32.74,Normal
2016-02-29,80152,32.74,Normal
2016-03-01,87759,34.39,Normal
2016-03-02,88779,34.57,Holiday
2016-03-03,79787,34.56,Normal
2016-03-04,86493,35.91,Normal
2016-03-05,102170,37.9,Normal
2016-03-06,95178,37.9,Normal
2016-03-07,84681,37.9,Normal
2016-03-08,84111,36.67,Normal
2016-03-09,79580,37.62,Normal
2016-03-10,76879,37.77,Normal
2016-03-11,82962,38.51,Normal
2016-03-12,97275,37.2,Normal
2016-03-13,90435,37.2,Normal
2016-03-14,78924,37.2,Normal
2016-03-15,79651,36.32,Normal
2016-03-16,81758,38.43,Normal
2016-03-17,76268,40.17,Normal
2016-03-18,83179,39.47,Normal
2016-03-19,96783,39.91,Normal
2016-03-20,89769,39.91,Normal
2016-03-21,81185,39.91,Normal
2016-03-22,77409,41.45,Normal
2016-03-23,82331,38.28,Normal
2016-03-24,86834,38.14,Normal
2016-03-25,78832,37.99,Holiday
2016-03-26,91232,37.99,Normal
2016-03-27,82305,37.99,Normal
2016-03-28,76647,37.99,Normal
2016-03-29,75782,36.91,Normal
2016-03-30,75656,36.91,Normal
2016-03-31,77024,36.94,Normal
2016-04-01,89055,35.36,Holiday
2016-04-02,104451,34.3,Normal
2016-04-03,103230,34.3,Normal
2016-04-04,85017,34.3,Normal
2016-04-05,82629,34.52,Normal
2016-04-06,81402,37.74,Normal
2016-04-07,76736,37.3,Normal
2016-04-08,83533,39.74,Normal
2016-04-09,97454,40.46,Normal
2016-04-10,91977,40.46,Normal
2016-04-11,77860,40.46,Normal
2016-04-12,82484,42.12,Holiday
2016-04-13,79657,41.7,Normal
2016-04-14,74291,41.45,Holiday
2016-04-15,82751,40.4,Normal
2016-04-16,90313,39.74,Event
2016-04-17,93018,39.74,Event
2016-04-18,103559,39.74,Event
2016-04-19,99289,40.88,Event
2016-04-20,95079,42.72,Event
2016-04-21,85533,43.18,Holiday
2016-04-21,85533,43.18,Event
2016-04-22,86662,42.76,Event
2016-04-23,100468,41.67,Event
2016-04-24,93993,41.67,Event
2016-04-25,78301,41.67,Event
2016-04-26,77218,42.52,Event
2016-04-27,77369,45.29,Event
2016-04-28,72957,46.03,Event
2016-04-29,82711,45.98,Event
2016-04-30,102800,44.75,Event
2016-05-01,102012,44.75,Holiday
2016-05-01,102012,44.75,Event
2016-05-02,85259,44.75,Event
2016-05-03,85500,43.65,Event
2016-05-04,86207,43.77,Event
2016-05-05,82198,44.33,Event
2016-05-06,91159,44.58,Event
2016-05-07,118222,43.45,Additional
2016-05-07,118222,43.45,Event
2016-05-08,97132,43.45,Event
2016-05-08,97132,43.45,Event
2016-05-09,82043,43.45,Event
2016-05-10,78194,44.68,Event
2016-05-11,80761,46.21,Event
2016-05-12,76099,46.64,Holiday
2016-05-12,76099,46.64,Event
2016-05-13,82265,46.22,Event
2016-05-14,97755,47.72,Event
2016-05-15,95910,47.72,Event
2016-05-16,81129,47.72,Event
2016-05-17,78372,48.29,Normal
2016-05-18,74552,48.12,Normal
2016-05-19,74826,48.16,Normal
2016-05-20,84185,47.67,Normal
2016-05-21,97053,48.12,Normal
2016-05-22,93629,48.12,Normal
2016-05-23,79595,48.12,Normal
2016-05-24,74225,48.04,Holiday
2016-05-25,75039,49.1,Normal
2016-05-26,74328,49.0,Normal
2016-05-27,88580,49.36,Transfer
2016-05-28,89086,49.1,Normal
2016-05-29,87606,49.1,Normal
2016-05-30,80249,49.1,Normal
2016-05-31,92987,49.1,Normal
2016-06-01,88574,49.07,Normal
2016-06-02,79393,49.14,Normal
2016-06-03,84747,48.69,Normal
2016-06-04,100607,49.71,Normal
2016-06-05,97418,49.71,Normal
2016-06-06,80840,49.71,Normal
2016-06-07,78126,50.37,Normal
2016-06-08,79997,51.23,Normal
2016-06-09,73785,50.52,Normal
2016-06-10,80306,49.09,Normal
2016-06-11,93473,48.89,Normal
2016-06-12,89740,48.89,Normal
2016-06-13,76448,48.89,Normal
2016-06-14,75874,48.49,Normal
2016-06-15,79905,47.92,Normal
2016-06-16,80605,46.14,Normal
2016-06-17,85614,48.0,Normal
2016-06-18,107418,49.4,Normal
2016-06-19,92469,49.4,Normal
2016-06-20,80226,49.4,Normal
2016-06-21,78278,48.95,Normal
2016-06-22,77260,49.16,Normal
2016-06-23,72356,49.34,Holiday
2016-06-24,78517,46.7,Normal
2016-06-25,91094,45.8,Holiday
2016-06-25,91094,45.8,Holiday
2016-06-25,91094,45.8,Holiday
2016-06-26,88209,45.8,Normal
2016-06-27,75781,45.8,Normal
2016-06-28,73787,47.93,Normal
2016-06-29,76350,49.85,Normal
2016-06-30,73866,48.27,Normal
2016-07-01,89711,49.02,Normal
2016-07-02,101902,46.73,Normal
2016-07-03,96041,46.73,Holiday
2016-07-03,96041,46.73,Holiday
2016-07-04,84992,46.73,Normal
2016-07-05,82089,46.73,Normal
2016-07-06,83135,47.37,Normal
2016-07-07,76107,45.22,Normal
2016-07-08,83553,45.37,Normal
2016-07-09,94026,44.73,Normal
2016-07-10,88752,44.73,Normal
2016-07-11,78942,44.73,Normal
2016-07-12,76267,46.82,Normal
2016-07-13,76173,44.87,Normal
2016-07-14,73094,45.64,Normal
2016-07-15,82144,45.93,Normal
2016-07-16,94503,45.23,Normal
2016-07-17,87873,45.23,Normal
2016-07-18,80328,45.23,Normal
2016-07-19,77023,44.64,Normal
2016-07-20,81266,44.96,Normal
2016-07-21,74264,43.96,Normal
2016-07-22,80531,43.41,Normal
2016-07-23,91301,42.4,Holiday
2016-07-24,85106,42.4,Additional
2016-07-24,85106,42.4,Transfer
2016-07-25,79203,42.4,Holiday
2016-07-26,76524,42.16,Normal
2016-07-27,77731,41.9,Normal
2016-07-28,71935,41.13,Normal
2016-07-29,82140,41.54,Normal
2016-07-30,96249,40.05,Normal
2016-07-31,91182,40.05,Normal
2016-08-01,87637,40.05,Normal
2016-08-02,85044,39.5,Normal
2016-08-03,84532,40.8,Normal
2016-08-04,78516,41.92,Normal
2016-08-05,84616,41.83,Holiday
2016-08-06,93146,43.06,Normal
2016-08-07,87403,43.06,Normal
2016-08-08,81072,43.06,Normal
2016-08-09,77133,42.78,Normal
2016-08-10,79006,41.75,Holiday
2016-08-11,77945,43.51,Normal
2016-08-12,83425,44.47,Transfer
2016-08-13,84685,45.72,Normal
2016-08-14,78472,45.72,Normal
2016-08-15,81379,45.72,Holiday
2016-08-16,81063,46.57,Normal
2016-08-17,81405,46.81,Normal
2016-08-18,75159,48.2,Normal
2016-08-19,82021,48.48,Normal
2016-08-20,91798,46.8,Normal
2016-08-21,87188,46.8,Normal
2016-08-22,80624,46.8,Normal
2016-08-23,78531,47.54,Normal
2016-08-24,78434,46.29,Holiday
2016-08-25,73746,46.97,Normal
2016-08-26,79541,47.64,Normal
2016-08-27,87841,46.97,Normal
2016-08-28,83646,46.97,Normal
2016-08-29,75798,46.97,Normal
2016-08-30,75043,46.32,Normal
2016-08-31,80262,44.68,Normal
2016-09-01,80863,43.17,Normal
2016-09-02,88068,44.39,Normal
2016-09-03,99611,44.85,Normal
2016-09-04,93135,44.85,Normal
2016-09-05,83275,44.85,Normal
2016-09-06,83504,44.85,Normal
2016-09-07,79719,45.47,Normal
2016-09-08,75262,47.63,Normal
2016-09-09,79604,45.88,Normal
2016-09-10,94115,46.28,Normal
2016-09-11,91610,46.28,Normal
2016-09-12,77125,46.28,Normal
2016-09-13,74032,44.91,Normal
2016-09-14,73096,43.62,Normal
2016-09-15,74741,43.85,Normal
2016-09-16,80789,43.04,Normal
2016-09-17,94298,43.34,Normal
2016-09-18,92375,43.34,Normal
2016-09-19,76255,43.34,Normal
2016-09-20,76572,43.85,Normal
2016-09-21,76260,45.33,Normal
2016-09-22,71282,46.1,Normal
2016-09-23,78422,44.36,Normal
2016-09-24,90980,45.6,Normal
2016-09-25,87687,45.6,Normal
2016-09-26,75050,45.6,Normal
2016-09-27,68375,44.65,Normal
2016-09-28,72772,47.07,Holiday
2016-09-29,68972,47.72,Normal
2016-09-30,79125,47.72,Normal
2016-10-01,103065,48.8,Normal
2016-10-02,99386,48.8,Normal
2016-10-03,84086,48.8,Normal
2016-10-04,79380,48.67,Normal
2016-10-05,79403,49.75,Normal
2016-10-06,73892,50.44,Normal
2016-10-07,79737,49.76,Holiday
2016-10-08,94142,49.76,Normal
2016-10-09,93562,49.76,Holiday
2016-10-10,77691,49.76,Normal
2016-10-11,73298,50.72,Normal
2016-10-12,73721,50.14,Normal
2016-10-13,70643,50.47,Normal
2016-10-14,79146,50.35,Normal
2016-10-15,92768,49.97,Normal
2016-10-16,93951,49.97,Normal
2016-10-17,76614,49.97,Normal
2016-10-18,73632,50.3,Normal
2016-10-19,72931,51.59,Normal
2016-10-20,73196,50.31,Normal
2016-10-21,78245,50.61,Normal
2016-10-22,89857,50.18,Normal
2016-10-23,90866,50.18,Normal
2016-10-24,73354,50.18,Normal
2016-10-25,73074,49.45,Normal
2016-10-26,72818,48.75,Normal
2016-10-27,71506,49.71,Normal
2016-10-28,76876,48.72,Normal
2016-10-29,90428,46.83,Normal
2016-10-30,88744,46.83,Normal
2016-10-31,75988,46.83,Normal
2016-11-01,85050,46.66,Normal
2016-11-02,90454,45.32,Holiday
2016-11-03,82525,44.66,Holiday
2016-11-04,85762,44.07,Bridge
2016-11-05,88820,44.88,Normal
2016-11-06,92150,44.88,Holiday
2016-11-07,83114,44.88,Holiday
2016-11-08,79917,44.96,Normal
2016-11-09,80077,45.2,Normal
2016-11-10,72768,44.62,Holiday
2016-11-11,78815,43.39,Holiday
2016-11-12,92716,43.29,Holiday
2016-11-12,92716,43.29,Work Day
2016-11-13,98409,43.29,Normal
2016-11-14,77317,43.29,Normal
2016-11-15,76651,45.86,Normal
2016-11-16,81603,45.56,Normal
2016-11-17,74999,45.37,Normal
2016-11-18,81854,45.69,Normal
2016-11-19,94791,47.48,Normal
2016-11-20,96368,47.48,Normal
2016-11-21,81536,47.48,Normal
2016-11-22,80748,48.07,Normal
2016-11-23,82390,46.72,Normal
2016-11-24,76479,46.72,Normal
2016-11-25,86981,46.72,Event
2016-11-26,96748,45.66,Normal
2016-11-27,95628,45.66,Normal
2016-11-28,79717,45.66,Event
2016-11-29,74449,45.29,Normal
2016-11-30,80680,49.41,Normal
2016-12-01,84647,51.08,Normal
2016-12-02,86775,51.7,Normal
2016-12-03,102429,51.72,Normal
2016-12-04,103907,51.72,Normal
2016-12-05,88947,51.72,Additional
2016-12-06,92700,50.95,Holiday
2016-12-07,88699,49.85,Normal
2016-12-08,82550,50.84,Holiday
2016-12-09,90723,51.51,Normal
2016-12-10,100618,52.74,Normal
2016-12-11,101077,52.74,Normal
2016-12-12,86093,52.74,Normal
2016-12-13,85927,52.99,Normal
2016-12-14,89417,51.01,Normal
2016-12-15,91525,50.9,Normal
2016-12-16,99717,51.93,Normal
2016-12-17,114465,52.13,Normal
2016-12-18,116289,52.13,Normal
2016-12-19,106760,52.13,Normal
2016-12-20,116392,52.22,Normal
2016-12-21,132060,51.44,Additional
2016-12-22,138892,51.98,Additional
2016-12-22,138892,51.98,Holiday
2016-12-23,156932,52.01,Additional
2016-12-24,167542,52.82,Additional
2016-12-26,105524,52.82,Additional
2016-12-27,95643,52.82,Normal
2016-12-28,103717,54.01,Normal
2016-12-29,102665,53.8,Normal
2016-12-30,127771,53.75,Normal
2016-12-31,135568,52.36,Additional
2017-01-01,1642,52.36,Holiday
2017-01-02,107718,52.36,Transfer
2017-01-03,97185,52.36,Normal
2017-01-04,91527,53.26,Normal
2017-01-05,84930,53.77,Normal
2017-01-06,89963,53.98,Normal
2017-01-07,102954,51.95,Normal
2017-01-08,96784,51.95,Normal
2017-01-09,82111,51.95,Normal
2017-01-10,79932,50.82,Normal
2017-01-11,80692,52.19,Normal
2017-01-12,75691,53.01,Normal
2017-01-13,84068,52.36,Normal
2017-01-14,99921,52.45,Normal
2017-01-15,97107,52.45,Normal
2017-01-16,84038,52.45,Normal
2017-01-17,80093,52.45,Normal
2017-01-18,80984,51.12,Normal
2017-01-19,74388,51.39,Normal
2017-01-20,78949,52.33,Normal
2017-01-21,101813,52.77,Normal
2017-01-22,96999,52.77,Normal
2017-01-23,83426,52.77,Normal
2017-01-24,79149,52.38,Normal
2017-01-25,79315,52.14,Normal
2017-01-26,72551,53.24,Normal
2017-01-27,82681,53.18,Normal
2017-01-28,97396,52.63,Normal
2017-01-29,91697,52.63,Normal
2017-01-30,75086,52.63,Normal
2017-01-31,82058,52.75,Normal
2017-02-01,87964,53.9,Normal
2017-02-02,83067,53.55,Normal
2017-02-03,88575,53.81,Normal
2017-02-04,105312,53.01,Normal
2017-02-05,97630,53.01,Normal
2017-02-06,84557,53.01,Normal
2017-02-07,83402,52.19,Normal
2017-02-08,83891,52.37,Normal
2017-02-09,77382,52.99,Normal
2017-02-10,86359,53.84,Normal
2017-02-11,97213,52.96,Normal
2017-02-12,93429,52.96,Normal
2017-02-13,93688,52.96,Normal
2017-02-14,99371,53.21,Normal
2017-02-15,80501,53.11,Normal
2017-02-16,77887,53.41,Normal
2017-02-17,84398,53.41,Normal
2017-02-18,101410,54.02,Normal
2017-02-19,81949,54.02,Normal
2017-02-20,79470,54.02,Normal
2017-02-21,79807,54.02,Normal
2017-02-22,79788,53.61,Normal
2017-02-23,82795,54.48,Normal
2017-02-24,89170,53.99,Normal
2017-02-25,101255,54.04,Normal
2017-02-26,80860,54.04,Normal
2017-02-27,79336,54.04,Holiday
2017-02-28,87904,54.0,Holiday
2017-03-01,89799,53.82,Normal
2017-03-02,86294,52.63,Holiday
2017-03-03,89211,53.33,Normal
2017-03-04,103055,53.19,Normal
2017-03-05,97988,53.19,Normal
2017-03-06,82584,53.19,Normal
